Label,verbs,articles,nouns,pronouns,adjectives,prepositions,particles,conjunctions,unknowns,adverbs,propers,interjections
B247,0.1666666667,0.1666666667,0.1666666667,0,0.0833333333,0.1666666667,0,0.0833333333,0.0833333333,0.0833333333,0,0
B248,0.2272727273,0.1818181818,0.1363636364,0.0454545455,0.0909090909,0.0454545455,0.0909090909,0.0909090909,0,0,0.0909090909,0
B249,0.3333333333,0.1666666667,0,0.1666666667,0,0,0.1666666667,0,0,0.1666666667,0,0
B250,0.1764705882,0.2941176471,0.0588235294,0.0588235294,0.1176470588,0.0588235294,0.1176470588,0,0.0588235294,0,0.0588235294,0
B251,0.2127659574,0.170212766,0.1489361702,0.0638297872,0.1276595745,0.0638297872,0.085106383,0.0638297872,0,0.0212765957,0.0425531915,0
B252,0.2592592593,0.2222222222,0.0740740741,0,0.1111111111,0.037037037,0.1111111111,0.037037037,0,0.037037037,0.1111111111,0
B253,0.1666666667,0.25,0.1666666667,0.0833333333,0.0833333333,0.0833333333,0.0833333333,0,0.0833333333,0,0,0
B254,0.3181818182,0.1818181818,0.0909090909,0.0454545455,0.0909090909,0.1363636364,0.0454545455,0.0454545455,0,0,0.0454545455,0
B255,0.125,0.1666666667,0.125,0.0833333333,0.125,0.125,0.0833333333,0.0416666667,0.0416666667,0,0.0833333333,0
B256,0.1818181818,0.2424242424,0.1818181818,0.0606060606,0.0606060606,0.1515151515,0.0303030303,0.0606060606,0,0,0.0303030303,0
B257,0.1111111111,0.2222222222,0.2222222222,0.0555555556,0.1666666667,0.0555555556,0.1111111111,0.0555555556,0,0,0,0
B258,0.1632653061,0.2040816327,0.1836734694,0.0204081633,0.1428571429,0.0816326531,0.0204081633,0.0816326531,0.0204081633,0.0204081633,0.0612244898,0
B259,0.125,0.25,0,0,0.25,0.125,0.125,0,0.125,0,0,0
B260,0.25,0.2,0.25,0,0.05,0.05,0.05,0.05,0,0.05,0.05,0
B261,0.2857142857,0.2857142857,0,0,0.1428571429,0,0.1428571429,0,0,0.1428571429,0,0
B262,0.1333333333,0.1333333333,0.2,0.0666666667,0.1333333333,0.1333333333,0.1333333333,0.0666666667,0,0,0,0
B263,0.1428571429,0.2380952381,0.0476190476,0.0952380952,0.0952380952,0,0.0952380952,0.0476190476,0.0476190476,0.0952380952,0.0952380952,0
B264,0.1428571429,0.2857142857,0.2857142857,0,0.1428571429,0.1428571429,0,0,0,0,0,0
B265,0.0975609756,0.1707317073,0.2195121951,0.0487804878,0.1463414634,0.1463414634,0.0731707317,0.0731707317,0,0.0243902439,0,0
B266,0.1428571429,0.2142857143,0.2142857143,0,0.2142857143,0.0714285714,0.0714285714,0,0,0.0714285714,0,0
B267,0.2,0.1,0.1,0.05,0.15,0.05,0.05,0.1,0.05,0,0.15,0
B268,0.2272727273,0.1363636364,0.1363636364,0.0909090909,0.1363636364,0.0454545455,0.1363636364,0.0454545455,0,0.0454545455,0,0
B269,0.2333333333,0.2,0.1333333333,0,0.2,0.1,0.0333333333,0.0666666667,0,0.0333333333,0,0
B270,0.1428571429,0.1428571429,0.1428571429,0.0714285714,0.2142857143,0.1428571429,0.0714285714,0.0714285714,0,0,0,0
B271,0.2142857143,0.2142857143,0.1428571429,0,0.0714285714,0.1428571429,0.0714285714,0.1428571429,0,0,0,0
B272,0.1176470588,0,0.1176470588,0,0.2352941176,0,0.2941176471,0.0588235294,0.0588235294,0.0588235294,0.0588235294,0
B273,0.1052631579,0.2105263158,0.052631579,0.052631579,0.2105263158,0.1052631579,0.052631579,0.052631579,0,0.1578947368,0,0
B274,0.1136363636,0.1363636364,0.2272727273,0.0227272727,0.1363636364,0.0909090909,0.0681818182,0.1136363636,0,0.0681818182,0.0227272727,0
B275,0.1034482759,0.1724137931,0.275862069,0.0689655172,0.0689655172,0.0689655172,0.0344827586,0.0689655172,0.0344827586,0.1034482759,0,0
B276,0.2051282051,0.1025641026,0.1794871795,0.0769230769,0.1538461538,0.0769230769,0.0512820513,0.0769230769,0,0.0256410256,0.0512820513,0
B277,0.125,0.1875,0.125,0.125,0.0625,0.0625,0.125,0.125,0,0,0.0625,0
B278,0.1481481481,0.1851851852,0.1481481481,0.037037037,0.1481481481,0.037037037,0.1111111111,0.1111111111,0.0740740741,0,0,0
B279,0.1923076923,0.1538461538,0.0384615385,0.1153846154,0.2307692308,0.0769230769,0.0384615385,0.0769230769,0.0384615385,0,0.0384615385,0
B280,0.2142857143,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.0714285714,0.1428571429,0,0.1428571429,0
B281,0.1071428571,0.0714285714,0.0892857143,0.0178571429,0.125,0.0535714286,0.125,0.1785714286,0.0892857143,0.0178571429,0.125,0
B282,0.1818181818,0.1818181818,0.1818181818,0.0909090909,0.2727272727,0.0909090909,0,0,0,0,0,0
B283,0.125,0.15625,0.09375,0.0625,0.0625,0.125,0.0625,0.125,0.03125,0,0.15625,0
B284,0.1111111111,0.1481481481,0.0740740741,0.0740740741,0.2222222222,0.1111111111,0.1111111111,0.037037037,0.037037037,0,0.0740740741,0
B285,0.1904761905,0.1904761905,0.0952380952,0.0952380952,0.0476190476,0.1904761905,0.0952380952,0,0,0,0.0952380952,0
B286,0.25,0.25,0.25,0,0,0,0.25,0,0,0,0,0
B287,0.2,0.1,0,0.1,0.1,0.2,0,0.1,0.1,0,0.1,0
B288,0.2142857143,0.0714285714,0.1428571429,0.0714285714,0.0714285714,0.1428571429,0,0.1428571429,0,0.0714285714,0.0714285714,0
B289,0.2,0.2,0.1333333333,0.0666666667,0.1333333333,0.0666666667,0.0666666667,0,0.0666666667,0,0.0666666667,0
B290,0.2203389831,0.0677966102,0.0677966102,0.0677966102,0.1186440678,0.0847457627,0.0847457627,0.0847457627,0.0338983051,0.0338983051,0.1355932203,0
B291,0.1111111111,0.1388888889,0.1111111111,0,0.1944444444,0.0555555556,0.1388888889,0.1388888889,0.0833333333,0,0.0277777778,0
B292,0.2,0.1333333333,0.1333333333,0.0666666667,0.1333333333,0.0666666667,0.0666666667,0,0.1333333333,0,0.0666666667,0
B293,0.12,0.2,0.08,0.04,0.08,0.08,0.04,0.08,0.12,0,0.16,0
B294,0.1111111111,0.1111111111,0.1111111111,0,0.1111111111,0.1111111111,0,0.1111111111,0.1111111111,0.2222222222,0,0
B295,0.3055555556,0.1111111111,0.0277777778,0.0277777778,0.1666666667,0.0833333333,0.0833333333,0.0555555556,0.0555555556,0.0555555556,0.0277777778,0
B296,0.3,0.1,0.1,0.05,0.1,0.15,0.05,0.05,0.1,0,0,0
B297,0.25,0.1666666667,0.0833333333,0.0833333333,0.25,0.0833333333,0.0833333333,0,0,0,0,0
B298,0.1176470588,0.1176470588,0.1176470588,0.0588235294,0.0588235294,0.0588235294,0.1176470588,0,0.0588235294,0.2352941176,0.0588235294,0
B299,0.3333333333,0.2222222222,0.0555555556,0.0555555556,0.1111111111,0,0.1666666667,0,0.0555555556,0,0,0
B300,0.0909090909,0.0303030303,0.0303030303,0.0303030303,0.1212121212,0.0303030303,0.0909090909,0.2727272727,0.1818181818,0,0.1212121212,0
B301,0.2647058824,0.1764705882,0.0882352941,0.0588235294,0.0294117647,0.1176470588,0.0588235294,0.0882352941,0.0882352941,0,0.0294117647,0
B302,0.1666666667,0.1666666667,0,0,0,0,0.1666666667,0.1666666667,0.1666666667,0.1666666667,0,0
B303,0.2,0.0666666667,0.2,0.0666666667,0.1333333333,0,0,0.1333333333,0.0666666667,0.0666666667,0.0666666667,0
B304,0.1052631579,0.2631578947,0.1578947368,0,0.1052631579,0.1052631579,0.1052631579,0.052631579,0.1052631579,0,0,0
B305,0.1304347826,0.1739130435,0.1739130435,0.0869565217,0.0869565217,0.1304347826,0.0434782609,0.0434782609,0.0869565217,0,0.0434782609,0
B306,0.1428571429,0.2,0.0285714286,0,0.1428571429,0.0857142857,0.1428571429,0.0571428571,0.1714285714,0.0285714286,0,0
B307,0.1818181818,0.1818181818,0.1818181818,0,0.2727272727,0.0909090909,0.0909090909,0,0,0,0,0
B308,0.1851851852,0.0740740741,0.1111111111,0.1111111111,0.0740740741,0.0740740741,0.1481481481,0,0.037037037,0.1111111111,0.0740740741,0
B309,0.3333333333,0.2222222222,0,0,0.1111111111,0,0.1111111111,0.1111111111,0.1111111111,0,0,0
B310,0.0769230769,0,0.0769230769,0.0769230769,0,0.1538461538,0.0769230769,0.2307692308,0.2307692308,0,0.0769230769,0
B311,0.5,0,0,0,0,0.25,0,0,0.25,0,0,0
B312,0.2307692308,0.1153846154,0.0769230769,0.0384615385,0.1538461538,0.1538461538,0.0769230769,0.0769230769,0.0769230769,0,0,0
B313,0.1956521739,0.1304347826,0.0869565217,0.0217391304,0.1304347826,0.152173913,0.1304347826,0.0217391304,0.0869565217,0,0.0434782609,0
B314,0.1923076923,0.1923076923,0.2692307692,0,0.1538461538,0.0384615385,0.0769230769,0.0384615385,0,0.0384615385,0,0
B315,0.1666666667,0.0333333333,0.0666666667,0.0666666667,0.1,0.2333333333,0.0333333333,0.0666666667,0.1666666667,0.0333333333,0.0333333333,0
B316,0.1481481481,0.1481481481,0.1851851852,0.1481481481,0.037037037,0.1111111111,0.1111111111,0,0.037037037,0,0.0740740741,0
B317,0.3333333333,0,0,0,0.1111111111,0.1111111111,0.1111111111,0,0.1111111111,0,0.2222222222,0
B318,0.1764705882,0.0588235294,0,0.0588235294,0.1764705882,0.2352941176,0,0.0588235294,0,0,0.2352941176,0
B319,0.1666666667,0.125,0.1666666667,0,0.0416666667,0.0416666667,0.0416666667,0.2083333333,0.0416666667,0.0416666667,0.125,0
B320,0.1785714286,0.1785714286,0.0714285714,0,0.1071428571,0.0714285714,0.0714285714,0.0357142857,0.0714285714,0.0714285714,0.1428571429,0
B321,0.3448275862,0.0689655172,0.0689655172,0.1379310345,0,0.1034482759,0.1034482759,0,0.0344827586,0.0344827586,0.1034482759,0
B322,0.25,0,0.25,0,0,0.25,0,0,0,0.25,0,0
B323,0.2105263158,0.1578947368,0.1052631579,0,0.1578947368,0.052631579,0.1578947368,0.052631579,0.052631579,0,0.052631579,0
B324,0.1666666667,0.1666666667,0.1666666667,0,0,0.1666666667,0,0.0833333333,0.1666666667,0,0.0833333333,0
B325,0.2727272727,0.0454545455,0.0454545455,0,0.0454545455,0.0909090909,0.1363636364,0.0909090909,0.0909090909,0.0909090909,0.0909090909,0
B326,0.25,0,0,0.25,0.125,0.125,0,0,0,0,0.25,0
B327,0.125,0.1666666667,0.125,0.0833333333,0.1666666667,0.125,0.0416666667,0.0416666667,0.0416666667,0,0.0833333333,0
B328,0.1764705882,0.1176470588,0.1176470588,0.1764705882,0,0.0588235294,0.1176470588,0.0588235294,0,0.1176470588,0.0588235294,0
B329,0.2666666667,0.1333333333,0.0666666667,0,0,0.2,0.0666666667,0,0,0,0.2666666667,0
B330,0.3043478261,0.0434782609,0.0869565217,0.0434782609,0,0.0869565217,0.1304347826,0.0869565217,0.0869565217,0,0.1304347826,0
B331,0.1666666667,0.1666666667,0.3333333333,0,0,0,0.1666666667,0,0,0,0.1666666667,0
B332,0.0740740741,0.0740740741,0.1851851852,0.0740740741,0.0740740741,0.0740740741,0.037037037,0.1111111111,0.0740740741,0.037037037,0.1851851852,0
B333,0.1379310345,0.2068965517,0.2068965517,0.0344827586,0.0344827586,0.0689655172,0.0689655172,0.0689655172,0.0344827586,0.0689655172,0.0689655172,0
B334,0.3157894737,0.052631579,0.052631579,0.052631579,0.052631579,0.2105263158,0.052631579,0,0,0,0.2105263158,0
B335,0.1627906977,0.1627906977,0.0465116279,0.0697674419,0.1162790698,0.1162790698,0.0930232558,0.0697674419,0.023255814,0,0.1395348837,0
B336,0.0833333333,0.25,0.25,0,0,0,0.0833333333,0.1666666667,0,0,0.1666666667,0
B337,0.2058823529,0.1470588235,0.1764705882,0.0294117647,0.0882352941,0.1176470588,0.1176470588,0.0294117647,0,0,0.0882352941,0
B338,0.1666666667,0.0833333333,0.125,0.125,0.0416666667,0.125,0.0416666667,0.0833333333,0.0833333333,0,0.125,0
B339,0.1304347826,0.2173913043,0.0434782609,0.1304347826,0.0869565217,0.1304347826,0.0434782609,0,0.0869565217,0,0.1304347826,0
B340,0.1428571429,0.2142857143,0.2142857143,0.1428571429,0,0.0714285714,0,0.0714285714,0,0,0.1428571429,0
B341,0.2,0.1333333333,0.1333333333,0.1333333333,0.0666666667,0.2,0.0666666667,0.0666666667,0,0,0,0
B342,0.1666666667,0.2222222222,0.0555555556,0.0555555556,0.1666666667,0.1111111111,0.0555555556,0.0555555556,0,0,0.1111111111,0
B343,0.2325581395,0.1162790698,0.0930232558,0.0465116279,0.0465116279,0.1395348837,0.0465116279,0.0465116279,0.023255814,0,0.2093023256,0
B344,0.0740740741,0.2222222222,0.1111111111,0.0740740741,0.1481481481,0.1111111111,0.0740740741,0.0740740741,0,0,0.1111111111,0
B345,0.3157894737,0.1578947368,0.052631579,0,0.052631579,0.1052631579,0.052631579,0.052631579,0,0.052631579,0.1578947368,0
B346,0.1428571429,0.1428571429,0.1428571429,0,0.1428571429,0.1428571429,0.1428571429,0,0,0,0.1428571429,0
B347,0.1176470588,0.2352941176,0.1176470588,0.1176470588,0.1176470588,0.2352941176,0.0588235294,0,0,0,0,0
B348,0.2941176471,0.1176470588,0.1176470588,0.1176470588,0,0,0.1176470588,0.0588235294,0,0.1176470588,0.0588235294,0
B349,0.25,0,0,0,0,0,0.25,0,0,0,0.5,0
B350,0.2142857143,0.1428571429,0,0.0714285714,0.2142857143,0,0,0.1428571429,0,0.1428571429,0.0714285714,0
B351,0.1538461538,0.0769230769,0.0769230769,0,0.0769230769,0.1538461538,0.1538461538,0,0,0.1538461538,0.1538461538,0
B352,0.1764705882,0.1176470588,0.1764705882,0.1176470588,0.0588235294,0.1176470588,0,0,0,0.0588235294,0.1764705882,0
B353,0.1578947368,0.2105263158,0.2105263158,0.052631579,0.1052631579,0.1578947368,0.052631579,0,0,0,0.052631579,0
B354,0.2222222222,0.2222222222,0.2222222222,0.1111111111,0,0.1111111111,0.1111111111,0,0,0,0,0
B355,0.3157894737,0.1578947368,0.052631579,0.052631579,0.1052631579,0.052631579,0,0.1578947368,0,0.052631579,0.052631579,0
B356,0.0769230769,0.1538461538,0.1538461538,0,0.2307692308,0.1538461538,0.0769230769,0.0769230769,0,0,0.0769230769,0
B357,0.1538461538,0.0769230769,0.2307692308,0.0769230769,0.0769230769,0.1538461538,0.0769230769,0,0,0,0.1538461538,0
B358,0.1111111111,0.2222222222,0.1944444444,0.0555555556,0.1388888889,0.1111111111,0.0555555556,0.0555555556,0,0.0555555556,0,0
B359,0.1388888889,0.1388888889,0.1388888889,0.0555555556,0.0555555556,0.1111111111,0.1111111111,0.1111111111,0.0277777778,0.0277777778,0.0833333333,0
B360,0.1176470588,0.1176470588,0.0588235294,0.0588235294,0.1176470588,0.1176470588,0.0588235294,0.0588235294,0,0.0588235294,0.2352941176,0
B361,0.1463414634,0.1463414634,0.1463414634,0.0731707317,0.0975609756,0.1585365854,0.0487804878,0.0731707317,0.012195122,0.0365853659,0.0609756098,0
B362,0.1666666667,0.2083333333,0.2083333333,0.0833333333,0,0.125,0.0416666667,0.0416666667,0,0.0416666667,0.0833333333,0
B363,0.4,0.2,0,0,0.2,0,0.2,0,0,0,0,0
B364,0.2894736842,0.0789473684,0.1052631579,0.0789473684,0.1578947368,0.0263157895,0.0263157895,0.1315789474,0.0789473684,0,0.0263157895,0
B365,0.2380952381,0.0952380952,0.1428571429,0,0.0476190476,0.0952380952,0.0476190476,0.1428571429,0,0.1428571429,0.0476190476,0
B366,0.2142857143,0.0714285714,0.2142857143,0.0714285714,0.0714285714,0,0.1428571429,0,0,0,0.2142857143,0
B367,0.2727272727,0.2727272727,0.1363636364,0,0.1363636364,0.0454545455,0.0454545455,0.0454545455,0,0,0.0454545455,0
B368,0.1428571429,0.1904761905,0.2380952381,0.0952380952,0,0.0476190476,0.1428571429,0.0476190476,0,0,0.0952380952,0
B369,0.2,0.1,0,0,0,0.2,0.1,0,0,0,0.4,0
B370,0.1818181818,0.1363636364,0.1818181818,0.0227272727,0.1363636364,0.0909090909,0.0681818182,0.1136363636,0,0.0227272727,0.0454545455,0
B371,0.1176470588,0.0588235294,0.1764705882,0.0294117647,0.1470588235,0.1176470588,0.1176470588,0.1470588235,0.0294117647,0,0.0588235294,0
B372,0.3,0.1,0.1,0.2,0,0.1,0.1,0,0,0.1,0,0
B373,0.1666666667,0.1111111111,0.1111111111,0.1111111111,0.1111111111,0.0555555556,0.1111111111,0.1111111111,0,0.0555555556,0.0555555556,0
B374,0.0769230769,0.1923076923,0.0769230769,0.0384615385,0.1153846154,0.1538461538,0.1153846154,0.0384615385,0.1153846154,0.0384615385,0.0384615385,0
B375,0.2,0.2,0.3,0,0.1,0,0.1,0,0,0.1,0,0
B376,0.1904761905,0.1904761905,0.1428571429,0.0476190476,0.0476190476,0.0476190476,0.0952380952,0.0476190476,0.0476190476,0.0952380952,0.0476190476,0
B377,0.2857142857,0.1428571429,0,0.1428571429,0,0,0.1428571429,0,0,0.1428571429,0.1428571429,0
B378,0.1111111111,0.1666666667,0.1666666667,0.0555555556,0.0555555556,0.1111111111,0.1111111111,0.1666666667,0,0,0.0555555556,0
B379,0.1764705882,0.1176470588,0,0.0588235294,0.0588235294,0.0588235294,0.0588235294,0.1176470588,0,0.1176470588,0.2352941176,0
B380,0.1612903226,0.1935483871,0.064516129,0.064516129,0.1290322581,0.1290322581,0.0967741936,0.064516129,0.064516129,0.0322580645,0,0
B381,0.0588235294,0.1176470588,0.1176470588,0,0.2941176471,0.1176470588,0.0588235294,0.1176470588,0,0.0588235294,0.0588235294,0
B382,0.0909090909,0.0909090909,0.1818181818,0.1818181818,0,0.0909090909,0.0909090909,0.0909090909,0,0.0909090909,0.0909090909,0
B383,0.1666666667,0,0.3333333333,0,0.1666666667,0.1666666667,0.1666666667,0,0,0,0,0
B384,0.1428571429,0.1746031746,0.1587301587,0.0476190476,0.1428571429,0.0634920635,0.0634920635,0.0952380952,0,0.0476190476,0.0634920635,0
B385,0.25,0.125,0.125,0.125,0,0.25,0,0.125,0,0,0,0
B386,0.2068965517,0.1034482759,0.1034482759,0.1034482759,0.1034482759,0.0344827586,0.2068965517,0.0344827586,0,0.0344827586,0.0689655172,0
B387,0.24,0.04,0.16,0.12,0.08,0.04,0.04,0.12,0,0.16,0,0
B388,0.2857142857,0.1428571429,0.0714285714,0.0714285714,0.1428571429,0.0714285714,0,0.0714285714,0,0,0.1428571429,0
B389,0.2352941176,0.2352941176,0.2352941176,0,0.0588235294,0,0.0588235294,0.1176470588,0.0588235294,0,0,0
B390,0.2777777778,0.0555555556,0.1111111111,0,0.2222222222,0.0555555556,0.1666666667,0.0555555556,0,0,0.0555555556,0
B391,0.24,0.16,0.04,0.04,0.12,0.12,0.04,0.04,0,0.04,0.16,0
B392,0.3333333333,0.1111111111,0,0,0,0,0.2222222222,0.1111111111,0,0.1111111111,0.1111111111,0
B393,0.3529411765,0.0588235294,0.0588235294,0.0588235294,0.1176470588,0.1176470588,0.0588235294,0.0588235294,0,0.0588235294,0.0588235294,0
B394,0.2222222222,0.1666666667,0.0555555556,0.0555555556,0.0555555556,0.1111111111,0.0555555556,0.1111111111,0,0.0555555556,0.1111111111,0
B395,0.4,0.1,0.1,0.2,0,0,0.1,0,0,0.1,0,0
B396,0.2,0.2,0,0,0.2,0,0,0.2,0,0.2,0,0
B397,0.08,0.08,0.08,0,0.2,0.12,0.08,0.12,0,0.08,0.16,0
B398,0.3076923077,0,0.1538461538,0.0769230769,0.0769230769,0.2307692308,0,0,0,0.0769230769,0.0769230769,0
B399,0.2,0.2,0.2,0,0,0,0,0.2,0,0.2,0,0
B400,0.1666666667,0.2222222222,0.1666666667,0,0.0555555556,0.1666666667,0.0555555556,0,0.0555555556,0,0.1111111111,0
B401,0.2702702703,0.1081081081,0.1081081081,0.1351351351,0.1081081081,0.0540540541,0.0540540541,0.1621621622,0,0,0,0
B402,0.24,0.12,0.08,0,0.12,0.16,0.12,0.16,0,0,0,0
B403,0.1875,0.125,0.1875,0,0.25,0,0.125,0.125,0,0,0,0
B404,0.1764705882,0.0294117647,0.2058823529,0.0294117647,0.1470588235,0.0882352941,0.1176470588,0.1176470588,0,0.0882352941,0,0
B405,0.25,0.25,0.125,0.0625,0.0625,0.0625,0,0.0625,0,0.0625,0.0625,0
B406,0.1052631579,0.1052631579,0.1578947368,0.052631579,0.1052631579,0.1578947368,0.052631579,0.052631579,0.0789473684,0,0.1315789474,0
B407,0.2,0.2,0.05,0.05,0.15,0.15,0,0.1,0,0,0.1,0
B408,0.1351351351,0.1351351351,0.2162162162,0.027027027,0.0540540541,0.0810810811,0.0810810811,0.0540540541,0.0810810811,0.027027027,0.1081081081,0
B409,0.2,0.1,0.1333333333,0.0333333333,0.1,0.1333333333,0.0666666667,0.1,0.0333333333,0.0333333333,0.0666666667,0
B410,0.2413793103,0.1724137931,0.1379310345,0.0344827586,0.0689655172,0.0344827586,0.1034482759,0.0689655172,0.1034482759,0.0344827586,0,0
B411,0.1470588235,0.1764705882,0.0882352941,0.0882352941,0.1764705882,0.0588235294,0.0588235294,0.0882352941,0.0294117647,0,0.0882352941,0
B412,0.25,0.25,0.25,0,0,0,0,0,0,0.25,0,0
B413,0.1363636364,0.1363636364,0.0909090909,0.0909090909,0.1363636364,0.1363636364,0.0454545455,0.0454545455,0.0454545455,0.0454545455,0.0909090909,0
B414,0.2,0.2,0.1,0.1,0.2,0.1,0.1,0,0,0,0,0
B415,0.1944444444,0.1111111111,0.0833333333,0.0555555556,0.1388888889,0,0.0833333333,0.1666666667,0.0833333333,0.0277777778,0.0555555556,0
B416,0.2093023256,0.2093023256,0.1860465116,0.023255814,0.0465116279,0.0465116279,0.0930232558,0.023255814,0.0465116279,0.0465116279,0.0697674419,0
B417,0.25,0.125,0,0,0.25,0,0.125,0,0.125,0,0.125,0
B418,0.1739130435,0.1304347826,0.2608695652,0.0434782609,0.0434782609,0.0434782609,0.0869565217,0.0869565217,0.0869565217,0,0.0434782609,0
B419,0.3333333333,0.0555555556,0,0.1111111111,0,0.1111111111,0.0555555556,0,0.1111111111,0.1111111111,0.1111111111,0
B420,0.1272727273,0.1090909091,0.1454545455,0.0181818182,0.0909090909,0.0727272727,0.0909090909,0.1090909091,0.0363636364,0.0363636364,0.1636363636,0
B421,0.1428571429,0.2142857143,0.2857142857,0,0.0714285714,0,0.1428571429,0.0714285714,0,0,0.0714285714,0
B422,0.2142857143,0.1428571429,0.1428571429,0.1428571429,0.1428571429,0,0.0714285714,0,0.0714285714,0,0.0714285714,0
